,target_id,length,eff_length,est_counts,tpm,strain_name_x,gene_name,taxonomy
352,Aazo_0502-NC_014248,37,1.0,0.0,0.0,'Nostoc azollae' 0708,photosystem II reaction center protein PsbM; K02714 photosystem II PsbM protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
353,Aazo_0503-NC_014248,98,48.0,0.0,0.0,'Nostoc azollae' 0708,ferredoxin,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
354,Aazo_0504-NC_014248,45,1.0015,0.0,0.0,'Nostoc azollae' 0708,photosystem II protein PsbK; K02712 photosystem II PsbK protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
355,Aazo_0505-NC_014248,394,344.0,0.0,0.0,'Nostoc azollae' 0708,queuine tRNA-ribosyltransferase (EC:2.4.2.29); K00773 queuine tRNA-ribosyltransferase [EC:2.4.2.29],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
356,Aazo_0506-NC_014248,150,100.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
357,Aazo_0507-NC_014248,255,205.0,0.0,0.0,'Nostoc azollae' 0708,cobalamin 5'-phosphate synthase; K02233 adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
358,Aazo_0509-NC_014248,141,91.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
359,Aazo_0511-NC_014248,410,360.0,0.0,0.0,'Nostoc azollae' 0708,"precorrin-6y C5,15-methyltransferase subunit CbiE (EC:2.1.1.132); K00595 precorrin-6Y C5,15-methyltransferase / precorrin-8W decarboxylase [EC:2.1.1.132 1.-.-.-]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
360,Aazo_0512-NC_014248,202,152.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
361,Aazo_0513-NC_014248,196,146.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
362,Aazo_0514-NC_014248,445,395.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
363,Aazo_0516-NC_014248,383,333.0,0.0,0.0,'Nostoc azollae' 0708,UDP-galactopyranose mutase (EC:5.4.99.9); K01854 UDP-galactopyranose mutase [EC:5.4.99.9],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
364,Aazo_0517-NC_014248,621,571.0,0.0,0.0,'Nostoc azollae' 0708,family 2 glycosyl transferase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
365,Aazo_0518-NC_014248,754,704.0,0.0,0.0,'Nostoc azollae' 0708,family 2 glycosyl transferase; K07011,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
366,Aazo_0523-NC_014248,531,481.0,0.0,0.0,'Nostoc azollae' 0708,heat shock protein 70,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
367,Aazo_0524-NC_014248,177,127.0,0.0,0.0,'Nostoc azollae' 0708,ErfK/YbiS/YcfS/YnhG family protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
368,Aazo_0525-NC_014248,155,105.0,0.0,0.0,'Nostoc azollae' 0708,ErfK/YbiS/YcfS/YnhG family protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
369,Aazo_0526-NC_014248,61,11.0,0.0,0.0,'Nostoc azollae' 0708,ChpI protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
370,Aazo_0527-NC_014248,211,161.0,0.0,0.0,'Nostoc azollae' 0708,2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase; K01625 2-dehydro-3-deoxyphosphogluconate aldolase / 4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.16],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
371,Aazo_0531-NC_014248,869,819.0,0.0,0.0,'Nostoc azollae' 0708,DNA gyrase subunit A (EC:5.99.1.3); K02469 DNA gyrase subunit A [EC:5.99.1.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
372,Aazo_0532-NC_014248,523,473.0,0.0,0.0,'Nostoc azollae' 0708,apolipoprotein N-acyltransferase; K03820 apolipoprotein N-acyltransferase [EC:2.3.1.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
373,Aazo_0533-NC_014248,34,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
374,Aazo_0534-NC_014248,304,254.0,0.0,0.0,'Nostoc azollae' 0708,histone deacetylase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
375,Aazo_0536-NC_014248,45,1.0015,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
376,Aazo_0537-NC_014248,454,404.0,0.0,0.0,'Nostoc azollae' 0708,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate/D-alanyl-D-alanyl ligase; K01929 UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase [EC:6.3.2.10]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
377,Aazo_0540-NC_014248,413,363.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K00748 lipid-A-disaccharide synthase [EC:2.4.1.182],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
378,Aazo_0542-NC_014248,1329,1279.0,0.0,0.0,'Nostoc azollae' 0708,magnesium chelatase subunit H (EC:6.6.1.1); K03403 magnesium chelatase subunit H [EC:6.6.1.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
379,Aazo_0544-NC_014248,89,39.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
380,Aazo_0546-NC_014248,743,693.0,0.0,0.0,'Nostoc azollae' 0708,photosystem I core protein PsaB; K02690 photosystem I P700 chlorophyll a apoprotein A2,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
381,Aazo_0547-NC_014248,752,702.0,0.0,0.0,'Nostoc azollae' 0708,photosystem I core protein PsaA; K02689 photosystem I P700 chlorophyll a apoprotein A1,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
382,Aazo_0548-NC_014248,41,1.00003,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
383,Aazo_0549-NC_014248,501,451.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
384,Aazo_0552-NC_014248,85,35.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
385,Aazo_0554-NC_014248,62,12.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
386,Aazo_0555-NC_014248,84,34.0,0.0,0.0,'Nostoc azollae' 0708,amidase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
387,Aazo_0558-NC_014248,220,170.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
388,Aazo_0560-NC_014248,229,179.0,0.0,0.0,'Nostoc azollae' 0708,N-acylglucosamine-6-phosphate 2-epimerase (EC:5.1.3.9); K01788 N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
389,Aazo_0561-NC_014248,640,590.0,0.0,0.0,'Nostoc azollae' 0708,"GAF sensor signal transduction histidine kinase; K11356 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
390,Aazo_0562-NC_014248,1290,1240.0,0.0,0.0,'Nostoc azollae' 0708,cobaltochelatase subunit CobN (EC:6.6.1.2); K02230 cobaltochelatase CobN [EC:6.6.1.2],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
391,Aazo_0564-NC_014248,151,101.0,0.0,0.0,'Nostoc azollae' 0708,"ferric uptake regulator; K03711 Fur family transcriptional regulator, ferric uptake regulator",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
392,Aazo_0565-NC_014248,417,367.0,0.0,0.0,'Nostoc azollae' 0708,RpoD subfamily RNA polymerase sigma 70 subunit; K03087 RNA polymerase nonessential primary-like sigma factor,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
393,Aazo_0566-NC_014248,317,267.0,0.0,0.0,'Nostoc azollae' 0708,glycerol-3-phosphate dehydrogenase (EC:1.1.1.94); K00057 glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
394,Aazo_0567-NC_014248,289,239.0,0.0,0.0,'Nostoc azollae' 0708,lipoic acid synthetase (EC:2.8.1.8); K03644 lipoic acid synthetase [EC:2.8.1.8],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
395,Aazo_0568-NC_014248,194,144.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
396,Aazo_0569-NC_014248,78,28.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
397,Aazo_0570-NC_014248,184,134.0,0.0,0.0,'Nostoc azollae' 0708,ferritin Dps family protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
398,Aazo_0571-NC_014248,1094,1044.0,0.0,0.0,'Nostoc azollae' 0708,carbamoyl-phosphate synthase large subunit; K01955 carbamoyl-phosphate synthase large subunit [EC:6.3.5.5],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
399,Aazo_0572-NC_014248,332,282.0,0.0,0.0,'Nostoc azollae' 0708,RpoD subfamily RNA polymerase sigma 70 subunit; K03087 RNA polymerase nonessential primary-like sigma factor,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
400,Aazo_0573-NC_014248,114,64.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
401,Aazo_0574-NC_014248,139,89.0,0.0,0.0,'Nostoc azollae' 0708,"mutator MutT protein; K03574 7,8-dihydro-8-oxoguanine triphosphatase [EC:3.6.1.-]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
402,Aazo_0575-NC_014248,99,49.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
403,Aazo_0576-NC_014248,152,102.0,0.0,0.0,'Nostoc azollae' 0708,putative signal transduction protein with CBS domains,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
404,Aazo_0577-NC_014248,218,168.0,0.0,0.0,'Nostoc azollae' 0708,PBS lyase HEAT domain-containing protein repeat-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
405,Aazo_0578-NC_014248,224,174.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
406,Aazo_0579-NC_014248,172,122.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K09793 hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
407,Aazo_0580-NC_014248,212,162.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
408,Aazo_0581-NC_014248,242,192.0,0.0,0.0,'Nostoc azollae' 0708,"winged helix family two component transcriptional regulator; K11329 two-component system, OmpR family, response regulator RpaB",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
409,Aazo_0583-NC_014248,218,168.0,0.0,0.0,'Nostoc azollae' 0708,IS605 OrfB family transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
410,Aazo_0584-NC_014248,518,468.0,0.0,0.0,'Nostoc azollae' 0708,DNA repair protein RadA; K04485 DNA repair protein RadA/Sms,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
411,Aazo_0586-NC_014248,110,60.0,0.0,0.0,'Nostoc azollae' 0708,"dTDP-4-dehydrorhamnose 3,5-epimerase (EC:5.1.3.13); K01790 dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
412,Aazo_0590-NC_014248,362,312.0,0.0,0.0,'Nostoc azollae' 0708,"dTDP-glucose 4,6-dehydratase; K01710 dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
413,Aazo_0592-NC_014248,225,175.0,0.0,0.0,'Nostoc azollae' 0708,peptidoglycan-binding domain 1 protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
414,Aazo_0595-NC_014248,471,421.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
415,Aazo_0596-NC_014248,153,103.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K09748 ribosome maturation factor RimP,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
416,Aazo_0597-NC_014248,425,375.0,0.0,0.0,'Nostoc azollae' 0708,NusA antitermination factor; K02600 N utilization substance protein A,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
417,Aazo_0598-NC_014248,90,40.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K07742 hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
418,Aazo_0599-NC_014248,1042,992.0,0.0,0.0,'Nostoc azollae' 0708,translation initiation factor IF-2; K02519 translation initiation factor IF-2,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
419,Aazo_0600-NC_014248,65,15.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
420,Aazo_0601-NC_014248,546,496.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
421,Aazo_0602-NC_014248,89,39.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
422,Aazo_0603-NC_014248,55,5.00001,0.0,0.0,'Nostoc azollae' 0708,"transcriptional regulator, MerR family",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
423,Aazo_0607-NC_014248,461,411.0,0.0,0.0,'Nostoc azollae' 0708,S-layer domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
424,Aazo_0609-NC_014248,395,345.0,0.0,0.0,'Nostoc azollae' 0708,"histidine kinase (EC:2.7.13.3); K08479 two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
425,Aazo_0610-NC_014248,86,36.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
426,Aazo_0611-NC_014248,181,131.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
427,Aazo_0612-NC_014248,64,14.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
428,Aazo_0613-NC_014248,136,86.0,0.0,0.0,'Nostoc azollae' 0708,response regulator receiver protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
429,Aazo_0616-NC_014248,721,671.0,0.0,0.0,'Nostoc azollae' 0708,polyphosphate kinase (EC:2.7.4.1); K00937 polyphosphate kinase [EC:2.7.4.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
430,Aazo_0618-NC_014248,454,404.0,0.0,0.0,'Nostoc azollae' 0708,"integral membrane sensor signal transduction histidine kinase; K11520 two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
431,Aazo_0620-NC_014248,251,201.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
432,Aazo_0621-NC_014248,368,318.0,0.0,0.0,'Nostoc azollae' 0708,tetratricopeptide repeat protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
433,Aazo_0622-NC_014248,207,157.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
434,Aazo_0623-NC_014248,198,148.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
435,Aazo_0626-NC_014248,127,77.0,0.0,0.0,'Nostoc azollae' 0708,transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
436,Aazo_0630-NC_014248,47,1.01108,0.0,0.0,'Nostoc azollae' 0708,thioredoxin,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
437,Aazo_0634-NC_014248,53,3.0139,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
438,Aazo_0635-NC_014248,142,92.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
439,Aazo_0636-NC_014248,312,262.0,0.0,0.0,'Nostoc azollae' 0708,AAA ATPase central domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
440,Aazo_0637-NC_014248,320,270.0,0.0,0.0,'Nostoc azollae' 0708,peptidase M48,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
441,Aazo_0638-NC_014248,520,470.0,0.0,0.0,'Nostoc azollae' 0708,putative ATP-dependent DNA helicase DinG; K03722 ATP-dependent DNA helicase DinG [EC:3.6.4.12],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
442,Aazo_0639-NC_014248,71,21.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
443,Aazo_0640-NC_014248,114,64.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
444,Aazo_0641-NC_014248,165,115.0,0.0,0.0,'Nostoc azollae' 0708,thioesterase superfamily protein; K07107 acyl-CoA thioester hydrolase [EC:3.1.2.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
445,Aazo_0642-NC_014248,65,15.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
446,Aazo_0645-NC_014248,175,125.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
447,Aazo_0646-NC_014248,398,348.0,0.0,0.0,'Nostoc azollae' 0708,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC:1.1.1.267); K00099 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
448,Aazo_0647-NC_014248,496,446.0,0.0,0.0,'Nostoc azollae' 0708,Alg9 family protein mannosyltransferase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
449,Aazo_0648-NC_014248,515,465.0,0.0,0.0,'Nostoc azollae' 0708,family 39 glycosyl transferase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
450,Aazo_0651-NC_014248,97,47.0,0.0,0.0,'Nostoc azollae' 0708,transporter protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
451,Aazo_0652-NC_014248,302,252.0,0.0,0.0,'Nostoc azollae' 0708,polysaccharide deacetylase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
452,Aazo_0653-NC_014248,1571,1521.0,0.0,0.0,'Nostoc azollae' 0708,glutamate synthase (EC:1.4.7.1); K00284 glutamate synthase (ferredoxin) [EC:1.4.7.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
453,Aazo_0654-NC_014248,44,1.00055,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
454,Aazo_0655-NC_014248,642,592.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
455,Aazo_0656-NC_014248,139,89.0,0.0,0.0,'Nostoc azollae' 0708,mannose-6-phosphate isomerase (EC:5.3.1.8); K01809 mannose-6-phosphate isomerase [EC:5.3.1.8],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
